avggift,lastgife,pgift,ampergift,response
4.85,5,0.22,5.5,0
20,20,0.06,20,0
13.33,20,0.12,13.33,0
13.5,18,0.07,13.5,0
15,15,0.08,15,0
15,20,0.09,15,0
25,25,0.06,25,0
14.33,25,0.11,0,0
3.44,3,0.32,3.67,0
14.17,15,0.11,12.5,0
9.69,20,0.18,20,0
4.79,10,0.22,5.67,0
5.82,15,0.32,9.08,0
8.71,6,0.2,11,0
25,25,0.08,0,1
23.33,0,0.09,22.5,0
25,25,0.05,25,0
14.3,20,0.22,18,0
10,15,0.09,10,1
11.26,15,0.29,12,0
7.25,10,0.18,8,0
15.29,25,0.12,25,0
11.67,20,0.15,16.67,0
5.13,5,0.27,5.4,1
15,15,0.19,13.75,0
20,20,0.06,20,0
10.5,12,0.15,10.5,0
14.78,25,0.14,0,0
20,20,0.08,20,0
10.56,15,0.2,13.5,0
22.5,25,0.06,25,0
15,15,0.07,15,1
5.19,6,0.24,6.5,0
9.4,10,0.18,11.4,0
8.1,10,0.48,10,0
55.08,100,0.33,100,0
25,25,0.07,25,0
14.5,6,0.15,23,0
5.43,5,0.21,6.4,0
10.5,15,0.14,15,1
7.62,9,0.22,8.43,1
13.36,19,0.16,18,0
10.17,10,0.23,13.33,0
10.47,17,0.25,16,0
10.57,10,0.19,11.8,0
10,15,0.09,15,0
7.67,12,0.47,10.33,0
15,15,0.08,15,0
12.17,25,0.12,22.5,0
7.55,13,0.21,9.67,0
14,15,0.09,14,0
25,25,0.08,25,0
7,6,0.14,7.5,0
19.62,25,0.17,25,1
6.62,10,0.27,6.67,0
12.5,15,0.08,12.5,0
10.5,16,0.11,10.5,0
5.52,5,0.4,6.25,1
6.25,15,0.15,12.5,0
32.14,20,0.11,30,0
20,20,0.08,20,0
5.33,5,0.24,6,0
9.67,16,0.1,16,0
10.6,11,0.15,10.75,0
15,15,0.07,15,0
15,15,0.1,0,0
7.33,7,0.18,7.8,0
16.2,20,0.18,20,0
6.61,8,0.32,8,1
6,10,0.18,6,0
8.23,10,0.25,8.17,1
9.75,20,0.13,13.5,0
10.2,16,0.15,11.5,0
7.73,12,0.16,10,0
8.5,15,0.21,9,0
6.75,10,0.24,8.4,0
12.5,15,0.13,15,0
12.5,10,0.38,18.33,0
15,15,0.08,15,1
7.6,10,0.34,9.17,0
19,10,0.18,22.5,0
14,25,0.11,25,0
17.86,15,0.14,21.67,0
9.55,20,0.26,20,0
22.18,25,0.18,25,0
7.55,10,0.3,8.5,0
12.79,10,0.19,13.75,0
3.7,5,0.45,4.29,0
13.56,15,0.18,16.67,0
7.83,10,0.39,9.18,1
15,15,0.11,15,0
15,15,0.07,15,0
20,20,0.1,20,0
8.67,15,0.15,13,1
15,15,0.3,12.5,1
13.28,11,0.37,11.5,1
15.33,21,0.1,18,0
6.29,8,0.2,6.6,1
6.29,8,0.27,6.8,0
27.5,30,0.07,27.5,0
9.57,15,0.14,13.67,0
3.6,5,0.39,4,0
19,25,0.13,19,0
10.3,15,0.18,15,1
4.64,5,0.22,5,0
15,15,0.08,15,0
27.91,50,0.14,50,0
25.71,25,0.12,25,0
10,10,0.11,10,0
17.5,20,0.14,20,0
20,20,0.14,20,0
22.5,20,0.12,25,0
3.29,5,0.51,4.18,0
17.23,17,0.19,19.67,0
6.33,7,0.19,7.5,0
50,50,0.05,50,0
11.51,14,0.46,14,1
10.5,15,0.18,12.2,0
20,20,0.11,20,0
15,20,0.09,15,0
17,15,0.1,25,0
8.89,12,0.19,11.5,0
22.2,27,0.18,27,0
4.97,5,0.41,5.8,0
11.25,15,0.1,15,0
9.92,15,0.2,15,1
9.88,15,0.17,14,0
7.2,10,0.19,12.5,0
4.32,10,0.3,6.67,0
23.89,30,0.13,30,0
9.87,10,0.24,10,0
14.14,20,0.15,22.5,0
11.4,20,0.13,16,0
13,16,0.08,13,0
13.67,21,0.09,18,0
12.5,20,0.07,20,0
15,15,0.17,15,0
9.4,15,0.2,10.25,0
9.6,20,0.16,11.67,1
16,17,0.1,16,0
12.37,19,0.35,22,0
22.5,25,0.09,22.5,0
11.33,12,0.14,11.33,1
7.83,9,0.33,10,0
12.5,20,0.1,12.5,0
7.91,12,0.32,12,0
18.59,2.72E+01,0.07,27.17,0
10,15,0.25,14,0
9.36,10,0.26,10,0
9.17,15,0.19,10,1
10.67,12,0.36,11.33,0
5.83,4,0.29,6.67,1
20.1,28,0.29,23.57,0
4.74,8,0.68,7.44,0
9.86,12,0.26,10.67,1
12.6,20,0.18,15.5,0
11.5,12,0.43,10.67,0
15,20,0.1,20,1
6.11,6,0.31,6.29,1
15.93,25,0.15,21.67,0
12.58,27,0.17,24.5,0
7.6,9,0.14,8,0
12.86,15,0.18,12.5,1
14.67,16,0.12,14.67,0
25,25,0.07,25,0
10.12,20,0.15,17.5,0
12.5,15,0.11,15,0
19.5,37,0.23,34.5,0
9,10,0.21,10,0
7.8,10,0.22,8.25,0
15,10,0.14,20,0
6.18,10,0.23,9.5,0
14,6,0.16,20,0
15,20,0.09,17.5,0
5.12,10,0.27,5.56,0
14.55,37,0.19,21.67,1
6.13,10,0.29,7.5,0
13.21,40,0.55,23.78,0
10.18,15,0.17,13,0
6.63,10,0.2,10,0
10.93,25,0.22,20.33,0
15,10,0.13,15,0
12.27,15,0.43,15,0
10.07,25,0.26,25,0
13,20,0.1,20,0
8.25,15,0.26,13.67,0
6.89,15,0.16,12.5,0
12,25,0.12,15,1
39.3,20,0.17,20,0
9.31,20,0.19,10.5,0
11,15,0.12,14,0
30.9,50,0.15,34.25,0
10.11,13,0.13,13,0
9.39,10,0.52,11,0
21.12,27,0.14,26,0
10.67,15,0.18,12,0
10.5,15,0.18,13.67,0
9.99,12,0.28,11.4,0
7.08,5,0.32,9,1
11,14,0.19,13.25,0
7.38,11,0.2,9.5,1
9.83,10,0.26,15,0
20,20,0.07,20,0
14,20,0.07,20,0
15.22,27,0.14,24,1
6,5,0.16,4.33,1
19.75,27,0.12,24.67,0
8.25,9,0.15,8.25,0
50,50,0.07,50,1
7.6,18,0.11,18,0
8.33,10,0.13,8.33,0
7.45,9,0.25,9,1
7.5,5,0.14,15,0
11.4,17,0.1,17,0
25,25,0.07,25,0
5.41,5,0.33,5.67,0
9.5,22,0.14,13.33,0
18.12,25,0.1,20,0
12.9,20,0.16,19.5,0
7.67,11,0.16,7.67,0
15,15,0.09,15,0
14.8,20,0.12,17.33,1
23,23,0.09,23,0
27.5,30,0.11,30,0
4,5,0.28,4.14,0
20,20,0.11,20,0
36.67,35,0.12,36.67,0
10,15,0.12,10,0
15,20,0.09,15,0
10,10,0.12,10,0
10.33,15,0.11,15,1
7.39,8,0.29,8.38,0
7.13,10,0.22,7.75,0
9.87,14,0.18,12.75,1
10.18,10,0.17,11.67,0
53,53,0.06,53,0
37.5,50,0.14,100,0
20,20,0.12,20,0
4.44,10,0.27,8.33,0
9,10,0.19,10,1
6.67,7,0.26,8,0
13.67,15,0.28,16,0
4.86,5,0.3,5.4,1
25,30,0.08,25,0
16.67,25,0.09,20,0
7.85,10,0.29,10,0
16.33,17,0.12,17,0
18.57,25,0.13,30,0
7.69,10,0.24,10,0
23.4,32,0.12,29,0
15,20,0.07,20,0
10.14,16,0.11,16,0
10.8,25,0.18,17.67,0
9.25,11,0.22,11,0
3.95,14,0.33,9.5,0
5.37,5,0.25,4.67,0
15,15,0.08,15,0
9.24,10,0.31,10.8,0
10.33,17,0.14,16,0
18.33,20,0.1,22.5,0
16.2,25,0.12,21.67,0
9.29,20,0.25,15,0
6.43,5,0.27,5.71,1
8.33,10,0.16,10,0
12.38,16,0.14,16,0
16.45,26,0.17,22.75,0
11.25,20,0.11,20,1
9.32,10,0.16,10,0
12.29,20,0.17,18,1
6.6,6,0.27,6.67,1
12.6,13,0.29,12.43,1
6.4,9,0.27,9.5,0
8.24,5,0.52,12.22,0
26.11,30,0.14,25,0
16.25,20,0.16,18.33,0
13,17,0.11,14.25,1
7.75,10,0.18,7.75,0
14.17,25,0.15,22.5,0
8.5,10,0.26,10,0
16.55,32,0.15,16,1
15,15,0.11,15,1
17.09,15,0.16,20.25,1
25.5,32,0.14,28.8,0
15,15,0.16,15,0
8.09,14,0.28,9,0
6.67,6,0.3,6.75,1
9,10,0.15,10,0
11,13,0.13,13,0
10.43,14,0.16,12.5,0
8.21,13,0.25,11.4,0
4.35,5,0.28,5,1
9.12,10,0.36,10,1
14,17,0.11,17,0
10,15,0.21,13.2,0
7.9,10,0.26,8.8,0
13,20,0.11,18.5,0
4.6,8,0.3,5,0
20,20,0.07,20,0
7.19,20,0.21,18,0
5.62,10,0.22,7.17,0
38,60,0.1,55,1
7.45,10,0.18,10.33,0
9.5,12,0.14,9.5,0
13,17,0.12,13,1
7.32,10,0.33,10,1
13.33,20,0.15,13.33,0
7,10,0.2,7,0
15.71,25,0.12,25,0
10,20,0.13,20,0
50,50,0.06,50,0
5.43,10,0.37,8,1
16.77,19,0.42,20,0
6.36,10,0.47,7.33,0
25,25,0.06,25,0
25,25,0.08,25,0
4.56,5,0.29,5.4,0
12.09,20,0.18,14,0
10.44,15,0.15,14,0
14,15,0.08,14,0
8.5,15,0.24,12.4,1
17.17,22,0.11,22,0
8.75,10,0.17,8.75,0
21.34,30,0.52,28.12,0
11,11,0.14,11,0
12.64,12,0.18,12,0
21.4,25,0.15,25,0
8.67,15,0.17,13.67,0
8.5,15,0.1,15,0
4.86,10,0.22,6.67,0
6.15,10,0.24,5.8,0
4.85,5,0.26,8,1
6.67,10,0.21,6.67,1
6.09,15,0.22,11,0
7.82,13,0.25,12,0
4.85,5,0.34,5,0
12.5,20,0.12,20,0
12,25,0.24,22.5,0
6.62,11,0.24,11,0
21.8,50,0.26,41.67,0
15,15,0.07,15,0
3.27,3,0.48,3.2,0
20,20,0.06,20,0
6.79,8,0.31,6.67,1
5.2,15,0.42,7.12,0
5.4,7,0.21,5.5,0
7.57,16,0.14,11,0
25,25,0.1,25,0
5.61,7,0.4,8.25,0
4.67,10,0.22,8.67,0
3.17,3,0.33,3.4,0
19.38,23,0.11,23,0
5.67,5,0.33,6.11,1
6.36,8,0.24,6.8,1
20,30,0.11,26.67,0
9.58,13,0.18,13,0
15,25,0.25,22,0
10.75,25,0.11,25,0
11.83,21,0.11,21,0
9,15,0.12,9,0
15,15,0.07,15,0
6.1,5,0.38,6,1
15,20,0.1,15,0
12.67,20,0.15,16.33,0
15,15,0.08,15,0
13.25,13,0.13,13.25,0
17.5,10,0.06,25,0
11.12,25,0.17,18.5,0
12.09,10,0.18,10,0
9.33,20,0.09,20,1
11.17,16,0.14,18,0
7.58,14,0.27,13,0
9.57,15,0.16,11.25,0
11.6,16,0.17,10.5,0
4.5,0,0.42,5,1
6.73,10,0.22,7.33,0
7.88,13,0.23,11,0
12.23,15,0.25,16,1
15,16,0.14,15,0
14,20,0.14,18.33,0
8.06,13,0.63,11,0
6.2,5,0.25,7,0
7.79,11,0.21,10,1
11,17,0.1,11,0
22.15,50,0.19,50,0
13.6,14,0.14,14.5,0
25,25,0.07,25,0
16.12,18,0.22,17.33,0
14.86,20,0.12,20,0
7.73,12,0.21,11,0
13,16,0.1,13,0
7.38,15,0.16,12.5,0
12.53,25,0.19,15.2,0
10.25,20,0.12,12,0
11.67,15,0.14,15,0
8.67,15,0.19,15,0
6.89,10,0.24,8,1
8.85,10,0.27,10,0
10.25,15,0.12,15,0
6.67,7,0.4,7.12,0
11.27,20,0.2,18,1
3.4,4,0.29,3.57,0
8.87,15,0.22,14.5,0
17.07,10,0.34,20.5,0
16.5,15,0.14,18.33,1
17.86,26,0.14,22.5,0
6.82,6,0.22,11,0
4.8,5,0.25,6.6,0
33.75,100,0.13,15,0
4.83,5,0.28,6.67,0
7.6,10,0.18,10.67,0
21.5,32,0.17,32,0
10,15,0.1,10,0
10,10,0.12,10,0
13.67,18,0.15,16.67,0
15,15,0.06,15,0
8.47,10,0.27,10.52,1
10.86,15,0.41,12.5,0
11.5,20,0.1,20,0
8.77,11,0.19,11,1
25,25,0.06,25,0
8.38,14,0.23,13,0
9.64,15,0.25,15,1
17.75,10,0.16,18.75,1
12.38,16,0.13,15.5,1
14.43,16,0.21,16,1
5.5,20,0.16,10,0
25,25,0.06,25,0
8.72,14,0.32,14,0
13.5,20,0.12,20,0
20,20,0.07,20,1
11.53,15,0.23,14.67,0
6.12,5,0.17,8.33,1
10,15,0.13,10,0
8.75,10,0.19,8.75,0
12.21,15,0.4,14.5,0
14.5,20,0.15,18,0
20,20,0.06,20,1
8.33,10,0.16,7.5,0
8.4,10,0.14,10,0
14,16,0.11,0,0
10.33,18,0.19,18,0
7.44,5,0.2,7.57,0
3.3,5,0.29,3.57,1
15,15,0.06,15,0
10.86,19,0.13,15.33,0
9.25,10,0.27,10,1
10.81,6,0.58,11.2,0
12.12,17,0.15,17,0
12.5,15,0.09,12.5,1
6.46,25,0.31,14,0
14.6,17,0.13,17,1
11.83,12,0.29,12,0
2.58,3,0.32,4,1
11,16,0.11,12.75,1
11.5,18,0.1,17,1
18.25,26,0.18,27.33,0
5.44,10,0.23,8,0
9.25,15,0.12,12.5,0
11.44,15,0.2,10.67,1
11.57,10,0.12,11.67,0
16.67,10,0.1,20,0
11.08,20,0.21,20,1
14.38,10,0.13,22,0
13,20,0.1,20,1
12,10,0.09,13,0
15,15,0.09,15,0
10.7,17,0.24,16,0
4.56,5,0.28,5,0
12.33,20,0.14,20,1
15,25,0.1,18.33,1
5.08,6,0.23,5.88,0
15,15,0.09,15,0
10.44,12,0.17,13.2,0
5.94,10,0.25,10,0
11.33,10,0.17,13.25,0
20.83,25,0.11,27.5,0
14.42,20,0.24,16.5,0
4.9,5,0.43,5.4,0
10.08,10,0.21,11,0
7.38,10,0.22,8.5,0
10,15,0.16,11.25,0
11.93,20,0.29,20,0
15,15,0.14,15,0
20,20,0.07,20,0
14.67,20,0.08,20,1
14,15,0.11,13,1
10.93,25,0.33,21.5,0
7.19,11,0.24,11,0
10.62,18,0.18,21.5,0
6.75,10,0.3,11,0
14.67,20,0.08,20,0
13.35,25,0.23,10,0
8.17,10,0.21,7,0
18.25,18,0.08,0,0
2.9,10,0.49,3.8,0
25,25,0.06,25,0
20,20,0.07,20,0
5.5,10,0.56,5.75,0
18,20,0.09,22,0
33.33,100,0.1,100,0
12.5,16,0.12,13.33,1
9.33,10,0.19,12.6,0
15,15,0.12,20,0
6.12,7,0.26,9.25,0
5.48,5,0.57,5.92,0
5.96,7,0.47,6.14,1
15.67,17,0.1,15.67,0
7.38,5,0.17,9.25,0
8.29,10,0.26,10,0
13.8,17,0.11,17,1
15,15,0.1,15,0
4.71,5,0.34,5,0
6.07,10,0.24,7.6,0
4.44,7,0.32,5.33,0
7.54,10,0.2,7.75,0
9.93,20,0.25,17.5,0
13.75,10,0.19,12.33,0
10.36,10,0.2,11,1
9.29,15,0.13,14,1
8,6,0.19,8.5,0
5.27,10,0.25,6.67,0
15,15,0.07,15,0
7.36,10,0.33,10,0
8.39,12,0.3,10.5,0
12.2,15,0.11,14.5,0
12.15,10,0.15,5,0
17.86,25,0.11,25.67,0
20.33,25,0.1,18,0
8.33,10,0.23,9.25,1
25,25,0.08,25,0
20,20,0.07,20,0
13,21,0.1,18,0
20,20,0.07,20,0
8.57,12,0.19,9.6,1
8.64,10,0.24,9.67,0
13,16,0.13,13,0
7.67,15,0.09,15,0
11.44,15,0.24,13,1
11.45,10,0.16,16.33,0
20,20,0.08,20,0
6.5,6,0.15,6.5,1
3.86,5,0.33,3.67,0
13,17,0.14,15,1
15,15,0.08,15,0
12.17,0,0.13,0,0
3.86,3,0.28,3.8,0
15.6,20,0.23,21.25,0
11.4,15,0.12,14,0
13.42,15,0.13,0,1
41.25,100,0.07,100,0
13.33,18,0.08,15,0
7.4,9,0.17,7.75,0
20,20,0.16,20,0
13.33,10,0.16,20,0
20,20,0.1,20,0
12.5,15,0.07,15,0
10,10,0.15,10,0
11.44,17,0.15,16,0
4.5,5,0.25,4.6,1
14.62,25,0.13,22.5,0
5.88,8,0.27,6.29,0
25,25,0.1,25,0
14.78,25,0.3,20.25,1
5,5,0.19,5,0
20,20,0.07,20,1
7.86,12,0.14,10.33,0
13,14,0.16,14,0
12.85,16,0.28,14.43,0
25,25,0.06,25,0
9.5,15,0.17,15,0
25,25,0.08,25,0
30,20,0.09,30,0
7,8,0.19,8,0
8.71,10,0.21,10,0
4.12,10,0.22,7.5,0
15.54,25,0.18,26.67,0
10,15,0.11,10,0
63.33,150,0.08,85,0
11.2,15,0.12,14,1
15,15,0.08,15,1
24.22,50,0.2,42.5,1
6,7,0.23,6,0
13,25,0.19,14.75,0
13.65,25,0.27,18.75,0
9.18,20,0.27,20,0
15,15,0.08,15,0
10.16,15,0.22,11,1
11.89,15,0.15,17.5,0
9.25,12,0.23,14,0
20,20,0.07,20,0
11.88,25,0.15,25,0
12.4,16,0.1,16,0
10.7,20,0.17,20,1
27.5,30,0.08,27.5,0
24.11,20,0.13,18.33,0
13,16,0.09,13,0
24,25,0.11,23,1
11.38,20,0.13,19,0
7.07,5,0.67,7.64,0
10,15,0.14,14,0
11.67,15,0.1,15,0
7.82,15,0.32,15,1
6.08,7,0.25,7.57,1
8.5,10,0.25,10,0
47.5,50,0.12,75,0
15,15,0.08,15,0
9.47,15,0.22,12.5,0
10.67,20,0.09,13.5,1
9.29,15,0.18,11,0
6.25,10,0.25,8.67,1
6,11,0.32,10.33,0
13.33,20,0.1,13.33,1
15,20,0.11,15,0
12.3,16,0.15,16,0
3.43,3,0.69,3.25,1
4.88,5,0.4,6,0
11.6,20,0.09,20,0
15,15,0.08,15,0
5.17,5,0.32,5.14,0
9.71,10,0.16,15,0
7.77,5,0.23,7,0
10.33,15,0.1,13,1
5.44,6,0.26,6,0
5,12,0.3,9,0
17.5,25,0.09,22.5,0
12.5,0,0.1,23,0
15,15,0.08,15,1
9.78,13,0.4,11.29,0
10,10,0.15,10,0
13.5,17,0.13,13,0
8.82,8,0.39,8.6,1
10.5,14,0.15,12.6,1
8,6,0.16,9,0
20,20,0.06,20,0
4.86,3,0.33,5.33,1
16.75,25,0.09,22.5,0
68.75,75,0.11,62.5,0
11.67,15,0.12,11.67,0
9,13,0.13,11.67,0
7.33,10,0.36,8.14,0
9.89,10,0.26,11,0
9.65,20,0.28,20,0
20.71,25,0.17,25,0
48.06,50,0.23,50,0
25,25,0.21,30,0
7.08,7,0.33,6.33,1
12.11,15,0.14,15,1
8.4,10,0.19,8,0
8.08,10,0.19,7.67,0
20,20,0.25,20,0
22.5,25,0.07,22.5,0
16.25,20,0.17,13.33,0
13.52,10,0.33,9.83,0
8.15,12,0.21,10.6,0
14.84,20,0.25,18,0
9.43,20,0.11,0,0
11.67,5,0.14,15,0
7.18,10,0.26,10,0
11.67,20,0.09,15,0
13.63,5,0.24,20,0
20,20,0.07,20,0
19,20,0.14,21.67,0
15,15,0.07,15,1
7.8,10,0.27,9,0
6.62,0,0.2,7.33,1
20.26,42,0.29,35.33,0
7,11,0.18,7.67,0
17.5,20,0.13,20,0
12.75,15,0.17,12.75,0
14.17,20,0.11,20,0
8.12,12,0.47,11.12,0
5.57,17,0.36,17,1
12,10,0.23,13.75,0
10.88,15,0.13,15,0
8.53,11,0.24,11,0
13.75,20,0.12,15,0
13,16,0.08,13,0
10.71,20,0.19,15.5,0
17,20,0.11,0,0
8.89,12,0.24,10.5,1
20,20,0.07,20,0
17.5,25,0.08,25,0
20,25,0.06,25,0
15,10,0.11,15,0
21,25,0.09,25,0
20,20,0.12,20,0
15,20,0.14,15,0
10,15,0.1,10,0
11.61,20,0.2,15,0
19.43,19,0.48,19.38,1
12,12,0.19,12,0
9.23,12,0.45,10.38,0
27.5,30,0.08,27.5,0
80,80,0.06,80,1
10.67,20,0.12,10.67,0
18.33,25,0.14,20,0
9.75,10,0.21,10.67,1
25.84,25,0.26,25.33,1
15.4,25,0.1,22.5,1
11.67,20,0.09,11.67,1
5.44,5,0.23,6.33,0
15,15,0.08,15,0
8.75,14,0.23,13,0
11.08,12,0.2,12,0
5.6,0,0.14,7.5,0
10,10,0.17,10,0
22.3,30,0.17,30,0
9.08,13,0.2,14,0
25,25,0.07,25,0
7.2,12,0.42,11,0
6.79,7,0.38,7.43,1
36.8,100,0.15,70,1
25.83,50,0.14,17.5,1
11.36,13,0.18,11.25,0
32.09,81,0.2,55,0
30,10,0.19,25,0
20,20,0.07,20,0
11.26,5,0.39,5.5,0
31.67,25,0.08,50,0
12,16,0.19,15,0
23,23,0.07,23,0
16.5,20,0.08,16.5,0
10.53,12,0.22,12.5,0
10,15,0.1,10,0
22.08,25,0.2,28,0
9.75,15,0.17,10,0
20,20,0.07,20,0
14.25,21,0.11,20.5,0
13.29,16,0.14,16,0
8.77,15,0.19,12.5,1
7.63,12,0.29,11.2,0
23.85,5,0.47,7.67,1
11.6,15,0.24,11.4,0
14.7,20,0.16,16.25,0
25,25,0.06,25,0
9.54,10,0.14,0,0
7.42,10,0.21,10,0
29.36,40,0.18,40,0
13,16,0.09,13,0
16.33,25,0.11,25,0
10.33,11,0.12,10.33,0
14,20,0.1,20,1
13.5,16,0.16,14.6,1
7,15,0.14,7,0
15,15,0.08,15,0
25,25,0.06,25,0
3.56,5,0.26,4,0
18.5,25,0.14,20,1
15.4,25,0.12,19.5,0
10,15,0.1,10,0
6.67,4,0.19,11,0
13.14,18,0.27,16,0
9,15,0.09,15,0
9.44,25,0.13,25,1
7.43,20,0.13,20,1
23,23,0.07,23,1
5.96,8,0.46,6.64,0
10.05,20,0.29,20,0
13.33,15,0.11,13.33,0
25.5,28,0.08,25.5,1
20,20,0.07,20,0
13.67,21,0.09,18,0
14.57,20,0.12,20,0
9.8,16,0.11,16,1
15.5,25,0.16,25,1
10.5,35,0.41,21,0
31.67,50,0.11,35,0
15.5,11,0.14,15.5,0
4.89,5,0.36,5.62,1
27.31,30,0.17,31.67,0
3.33,5,0.33,4.57,1
20,20,0.13,20,0
70.83,100,0.49,100,0
10.14,15,0.15,15,0
13.89,15,0.14,11.33,1
7.68,20,0.25,16.67,0
7.12,20,0.16,10.25,0
4.67,5,0.17,5,0
20,20,0.07,20,0
6.57,8,0.33,7.14,0
11.62,15,0.28,15,1
12.5,15,0.1,13.33,0
25,25,0.06,25,1
9.5,14,0.2,14,1
50,50,0.07,50,0
20,20,0.08,20,0
2.53,5,0.42,3,0
9,15,0.14,15,0
25,25,0.08,25,0
20,20,0.07,20,0
6.8,10,0.2,8.33,0
9.92,13,0.21,13,0
20,20,0.13,20,0
10,15,0.12,10,1
6.17,7,0.22,7,0
7.67,10,0.27,9,1
6.17,9,0.22,7.75,1
8.75,15,0.1,15,0
9.38,15,0.19,13,0
2.84,2,0.35,3,0
12.75,15,0.11,13.67,0
9.6,11,0.2,8.25,0
7.53,15,0.25,15,0
5.24,7,0.32,5.8,1
7.8,12,0.24,11.67,0
16.56,15,0.14,14.5,0
10.33,15,0.11,15,0
7.22,8,0.24,8.67,0
13,16,0.1,13,0
10,17,0.14,17,0
14.33,18,0.11,14,0
5.11,5,0.36,5.75,0
20,15,0.06,15,0
25,25,0.06,25,0
15,20,0.14,20,0
7.64,15,0.18,15,0
15,15,0.07,15,0
4.67,3,0.57,4.6,0
10.29,21,0.22,20,0
5.22,5,0.31,5.57,1
6.4,10,0.19,7.25,1
20,20,0.07,20,0
17.5,20,0.1,17.5,0
17.5,25,0.1,17.5,0
12.83,20,0.36,18.75,0
10,15,0.07,15,0
6.9,10,0.18,7.2,0
6.58,9,0.27,7.75,0
10.27,20,0.2,15,1
5.38,5,0.32,5.71,1
8.45,14,0.24,14.33,0
15,20,0.11,20,0
24.83,34,0.22,34,0
9,10,0.16,10,0
17.5,15,0.17,17.5,0
10.43,15,0.13,15,0
17.5,25,0.12,17.5,0
9.31,15,0.25,12.5,0
6.5,11,0.18,9,0
12.71,25,0.13,22.5,1
22.67,46,0.16,26.2,1
5.43,5,0.25,5.33,0
11.14,5,0.21,12.25,0
7.83,10,0.23,9,0
20,20,0.07,20,0
10.75,10,0.32,10,0
12.5,15,0.08,15,0
4.33,2,0.28,4.86,0
22.5,25,0.06,25,0
11,5,0.14,11.33,0
7.71,9,0.25,8,0
7.86,11,0.55,9.8,0
11.9,12,0.2,11.33,0
5.03,10,0.34,8.5,0
5.35,5,0.3,6.5,0
20.62,25,0.15,21.67,0
23,23,0.07,23,0
9,10,0.16,10,0
15,20,0.1,15,0
8.33,10,0.15,7.5,0
50,50,0.07,50,0
8.12,5,0.19,9.67,0
11.29,20,0.26,21.67,0
25,25,0.08,25,1
20,20,0.08,20,0
11.2,20,0.09,18,0
10,15,0.1,10,0
55.56,75,0.09,75,0
4.8,7,0.23,5.25,0
9.48,10,0.32,10,0
12.69,19,0.18,18,0
8.87,10,0.37,9.83,0
9.6,6,0.27,14.67,1
20,20,0.07,20,0
17.5,25,0.22,28.33,0
14.25,20,0.14,16.75,0
9.54,20,0.27,13.75,0
20,20,0.09,20,1
8.55,13,0.17,12,0
4.15,6,0.32,4.44,1
10.67,20,0.09,13.5,0
11.7,15,0.27,13.5,0
12.5,20,0.11,12.5,0
12.58,10,0.27,16.8,0
10.85,10,0.33,10,0
20.64,25,0.16,21.56,1
5.6,5,0.26,7.5,0
33.33,25,0.11,25,0
8.92,6,0.23,10.6,1
13.57,18,0.12,18,1
14.3,20,0.15,0,0
8.27,14,0.28,13.33,0
11.67,10,0.15,15,0
13.51,20,0.52,20.67,1
14.5,15,0.12,15,0
15.5,15,0.15,15.67,0
15.5,17,0.09,15.67,0
15,20,0.06,20,0
11.4,11,0.17,11.4,1
9.62,13,0.46,12.33,0
9.25,15,0.25,12.5,0
14.52,20,0.3,18,0
12.4,16,0.11,15,0
16.67,20,0.12,16.67,0
10,15,0.1,10,0
13.42,15,0.44,15.38,0
11.33,20,0.12,20,0
10,20,0.11,16,0
20.71,25,0.1,22.5,0
25,25,0.1,0,0
8.71,10,0.24,12.67,0
2.42,5,0.48,3.67,0
6.8,7,0.28,7.38,0
10.12,15,0.14,15,1
25,25,0.07,25,0
21,22,0.06,22,0
7.12,10,0.21,8.8,0
27.5,35,0.07,27.5,0
23,15,0.11,30,0
10,10,0.23,10,0
6.75,7,0.17,6.75,1
4.5,10,0.23,10,0
9.2,10,0.18,9.2,0
18.75,25,0.11,21.67,0
35,50,0.09,40,0
7.8,10,0.2,8.25,1
5.09,5,0.24,5.8,0
12.79,20,0.19,20,0
10,10,0.13,10,1
10,0,0.23,10,0
20,20,0.08,20,0
8.25,10,0.18,10,1
8.67,10,0.23,9,0
12.5,15,0.11,12.5,0
10.55,15,0.26,15,0
2.83,3,0.47,3.17,0
7.33,10,0.32,10.25,1
10.52,15,0.35,12.17,0
3.46,5,0.52,6,0
10.6,15,0.14,12,0
12.11,14,0.19,13,0
23.5,25,0.13,25,0
8.71,10,0.25,10.33,0
11.08,20,0.17,17.5,0
12.62,15,0.17,15.25,0
15,15,0.06,15,0
2.91,6,0.42,3.57,0
9.8,12,0.15,11.33,1
15,15,0.08,15,0
15,15,0.07,15,0
9.59,16,0.21,14.25,0
8.8,11,0.15,10,0
7.32,15,0.45,13.2,0
10.58,12,0.17,10.67,0
23,23,0.17,23,0
13.62,26,0.15,23.5,0
3.5,6,0.44,4.43,0
25,25,0.11,25,0
4.24,7,0.33,5.67,0
15,20,0.12,15,0
25.83,50,0.17,25,0
17.5,30,0.1,17.5,0
7.27,10,0.21,6.8,0
20,20,0.06,20,0
4,7,0.2,5.5,0
15,20,0.08,15,0
15,10,0.13,20,0
30,30,0.07,30,0
15,20,0.08,15,0
2.96,3,0.51,3.5,0
11.44,20,0.25,15.75,0
14.71,23,0.24,21.25,0
5.11,5,0.25,6,1
9.06,10,0.23,10.5,1
4.77,6,0.32,5.67,0
